股票代码,截止日期,发布需求次数,招聘人数,当年参与国家标准制定数量,当年参与行业标准制定数量,数字创新资质认定数量,数字发明专利授权量,累计参与国家级科技创新基地建设数量,数字化国家级奖项数量,管理层数字职务设立数,创新导向前瞻性,创新导向持续性,创新导向广度,创新导向强度,计划投资项目数,计划投资总金额,数字创新论文发表数量,纳税总额,每股社会贡献值,社会捐赠额,是否经第三方机构审验,是否参照GRI《可持续发展报告指南》,是否披露股东权益保护,是否披露债权人权益保护,是否披露职工权益保护,是否披露供应商权益保护,是否披露客户及消费者权益保护,是否披露环境和可持续发展,是否披露公共关系和社会公益事业,是否披露社会责任制度建设及改善措施,是否披露安全生产内容,是否披露公司存在的不足,公告披露意愿,审计师是否来自四大会计师事务所,供应链合作伙伴数量
002621,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002621,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002621,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002622,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.017775,,,0.0,,,,,,,,,,,,,,,,,,
002622,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.06002,,,0.0,,,,,,,,,,,,,,,,,,
002622,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,0.133387,,,0.0,,,,,,,,,,,,,,,,,,
002622,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,0.223922,,,0.0,,,,,,,,,,,,,,,,,,
002622,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,0.147438,,,0.0,,,,,,,,,,,,,,,,,,
002622,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,0.184037,,,0.0,,,,,,,,,,,,,,,,,,
002622,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,2.0,0.080515,,,0.0,,,,,,,,,,,,,,,,,,
002622,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,4.0,0.128916,,,0.0,,,,,,,,,,,,,,,,,,
002622,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,3.0,0.091305,,,0.0,,,,,,,,,,,,,,,,,,
002622,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,4.0,0.1629,,,0.0,,,,,,,,,,,,,,,,,,1.0
002623,2014,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002623,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002623,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002623,2017,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.027476,,,0.0,,,,,,,,,,,,,,,,,,
002623,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.027573,,,0.0,,,,,,,,,,,,,,,,,,
002623,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.117348,,,0.0,,,,,,,,,,,,,,,,,,
002623,2020,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.031504,,,0.0,,,,,,,,,,,,,,,,,,
002623,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.051803,,,0.0,,,,,,,,,,,,,,,,,,
002623,2022,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,0.084984,,,0.0,,,,,,,,,,,,,,,,,,
002623,2023,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002624,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.025558,,,0.0,,,,,,,,,,,,,,,,,,
002624,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002624,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002624,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.03645,,,0.0,,,,,,,,,,,,,,,,,,
002624,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.05609,,,0.0,,,,,,,,,,,,,,,,,,
002624,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,0.095619,,,1.0,,,,,,,,,,,,,,,,,,
002624,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.050512,,,0.0,0.0,0.0,550.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
002624,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,0.098141,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002624,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,0.059952,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002624,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1.0,0.023958,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002625,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002625,2015,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.136107,,,0.0,,,,,,,,,,,,,,,,,,
002625,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002625,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.1768,1.0,2365773400.0,0.0,,,,,,,,,,,,,,,,,,
002625,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.068884,,,0.0,,,,,,,,,,,,,,,,,,
002625,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.100045,,,0.0,,,,,,,,,,,,,,,,,,
002625,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002625,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.030326,,,0.0,,,,,,,,,,,,,,,,,,
002625,2022,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,0.029455,,,0.0,,,,,,,,,,,,,,,,,,
002625,2023,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.031196,,,0.0,,,,,,,,,,,,,,,,,,
002626,2014,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002626,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002626,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002626,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.036189,,,0.0,,,,,,,,,,,,,,,,,,
002626,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.053412,,,0.0,,,,,,,,,,,,,,,,,,
002626,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002626,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.036719,,,0.0,,,,,,,,,,,,,,,,,,
002626,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002626,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002626,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.046263,,,1.0,,,,,,,,,,,,,,,,,,
002627,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.020116,,,0.0,,,,,,,,,,,,,,,,,,
002627,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.096983,,,0.0,,,,,,,,,,,,,,,,,,
002627,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.043783,,,0.0,,,,,,,,,,,,,,,,,,
002627,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002627,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.118297,,,0.0,,,,,,,,,,,,,,,,,,
002627,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.115225,,,0.0,,,,,,,,,,,,,,,,,,
002627,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002627,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,0.022591,,,0.0,,,,,,,,,,,,,,,,,,
002627,2022,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002627,2023,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,,,0.0,8700.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002628,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002628,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2015,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.051834,,,0.0,,,,,,,,,,,,,,,,,,
002629,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002629,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002630,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.020542,,,1.0,,,,,,,,,,,,,,,,,,
002630,2015,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.048573,,,0.0,,,,,,,,,,,,,,,,,,
002630,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.022235,,,0.0,,,,,,,,,,,,,,,,,,
002630,2017,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.021402,,,1.0,,,,,,,,,,,,,,,,,,
002630,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.024734,,,1.0,,,,,,,,,,,,,,,,,,
002630,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,0.033297,,,1.0,,,,,,,,,,,,,,,,,,
002630,2020,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,0.034837,,,0.0,,,,,,,,,,,,,,,,,,
002630,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,0.025377,,,0.0,,,,,,,,,,,,,,,,,,
002630,2022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,1.0,0.025019,,,0.0,,,,,,,,,,,,,,,,,,
002630,2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,1.0,0.023156,,,0.0,,,,,,,,,,,,,,,,,,
002631,2014,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.191443,,,0.0,,,,,,,,,,,,,,,,,,
002631,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.2953,,,0.0,,,,,,,,,,,,,,,,,,
002631,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.154746,,,0.0,,,,,,,,,,,,,,,,,,
002631,2017,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.060796,,,0.0,,,,,,,,,,,,,,,,,,
002631,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.130753,,,1.0,,,,,,,,,,,,,,,,,,
002631,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.042048,,,0.0,,,,,,,,,,,,,,,,,,
002631,2020,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.038425,,,0.0,,,,,,,,,,,,,,,,,,
002631,2021,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,3.0,0.090024,,,0.0,,,,,,,,,,,,,,,,,,
002631,2022,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,0.102119,,,0.0,,,,,,,,,,,,,,,,,,
002631,2023,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,6.0,0.128736,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002632,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.027313,,,0.0,,,,,,,,,,,,,,,,,,
002632,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.078159,,,0.0,,,,,,,,,,,,,,,,,,
002632,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0317,,,0.0,,,,,,,,,,,,,,,,,,
002632,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002632,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.024441,,,0.0,,,,,,,,,,,,,,,,,,
002632,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.047704,,,0.0,,,,,,,,,,,,,,,,,,
002632,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.046152,,,0.0,,,,,,,,,,,,,,,,,,
002632,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002632,2022,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002632,2023,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.022877,,,0.0,,,,,,,,,,,,,,,,,,
002633,2014,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1.0
002633,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002633,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1.0
002633,2017,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002633,2018,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.049634,,,0.0,,,,,,,,,,,,,,,,,,2.0
002633,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.095408,,,0.0,,,,,,,,,,,,,,,,,,
002633,2020,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.142772,,,0.0,,,,,,,,,,,,,,,,,,
002633,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.167936,,,0.0,,,,,,,,,,,,,,,,,,1.0
002633,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.139647,,,0.0,,,,,,,,,,,,,,,,,,
002633,2023,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.100883,,,0.0,,,,,,,,,,,,,,,,,,1.0
002634,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002634,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1883,,,0.0,,,,,,,,,,,,,,,,,,
002634,2016,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002634,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002634,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002634,2019,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.036403,,,0.0,,,,,,,,,,,,,,,,,,
002634,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.031216,,,0.0,,,,,,,,,,,,,,,,,,
002634,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.02287,,,0.0,,,,,,,,,,,,,,,,,,
002634,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,0.022721,,,0.0,,,,,,,,,,,,,,,,,,
002634,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.020119,,,0.0,,,,,,,,,,,,,,,,,,
002635,2014,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.047111,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002635,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.194346,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002635,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.214446,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,
002635,2017,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.087495,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002635,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,0.073368,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
002635,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,0.068528,,,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
002635,2020,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,5.0,0.211289,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
002635,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.164673,1.0,438000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
002635,2022,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,6.0,0.196187,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
002635,2023,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,5.0,0.160026,,,0.0,0.0,0.0,800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
002636,2014,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002636,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.044267,,,0.0,,,,,,,,,,,,,,,,,,
002636,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.201303,,,0.0,,,,,,,,,,,,,,,,,,
002636,2017,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.409295,,,0.0,,,,,,,,,,,,,,,,,,
002636,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.280899,,,0.0,,,,,,,,,,,,,,,,,,
002636,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.346021,,,0.0,,,,,,,,,,,,,,,,,,
002636,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.130822,,,0.0,,,,,,,,,,,,,,,,,,
002636,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,0.213836,,,0.0,,,,,,,,,,,,,,,,,,
002636,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,0.095186,,,0.0,,,,,,,,,,,,,,,,,,
002636,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,2.0,0.09507,,,0.0,,,,,,,,,,,,,,,,,,
002637,2014,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002637,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002637,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002637,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002637,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002637,2019,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002637,2020,,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002637,2021,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.01592,,,0.0,,,,,,,,,,,,,,,,,,
002637,2022,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002637,2023,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002638,2014,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
002638,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09798,,,0.0,,,,,,,,,,,,,,,,,,
