,股票代码,股票简称,截止日期,行业名称,所属省份,股权性质
428,000777,中核科技,2020,通用设备制造业,江苏省,国企
429,000777,中核科技,2021,通用设备制造业,江苏省,国企
430,000777,中核科技,2022,通用设备制造业,江苏省,国企
431,000777,中核科技,2023,通用设备制造业,江苏省,国企
432,000778,新兴铸管,2018,金属制品业,河北省,国企
433,000778,新兴铸管,2019,金属制品业,河北省,国企
434,000778,新兴铸管,2020,金属制品业,河北省,国企
435,000778,新兴铸管,2021,金属制品业,河北省,国企
436,000778,新兴铸管,2022,金属制品业,河北省,国企
437,000778,新兴铸管,2023,金属制品业,河北省,国企
438,000782,美达股份,2018,化学纤维制造业,广东省,民营
439,000782,美达股份,2019,化学纤维制造业,广东省,民营
440,000782,美达股份,2020,化学纤维制造业,广东省,民营
441,000782,美达股份,2021,化学纤维制造业,广东省,民营
442,000782,美达股份,2022,化学纤维制造业,广东省,民营
443,000782,美达股份,2023,化学纤维制造业,广东省,民营
444,000786,北新建材,2018,非金属矿物制品业,北京市,国企
445,000786,北新建材,2019,非金属矿物制品业,北京市,国企
446,000786,北新建材,2020,非金属矿物制品业,北京市,国企
447,000786,北新建材,2021,非金属矿物制品业,北京市,国企
448,000786,北新建材,2022,非金属矿物制品业,北京市,国企
449,000786,北新建材,2023,非金属矿物制品业,北京市,国企
450,000788,北大医药,2018,医药制造业,重庆市,国企
451,000788,北大医药,2019,医药制造业,重庆市,国企
452,000788,北大医药,2020,医药制造业,重庆市,国企
453,000788,北大医药,2021,医药制造业,重庆市,国企
454,000788,北大医药,2022,医药制造业,重庆市,其他
455,000788,北大医药,2023,医药制造业,重庆市,其他
456,000789,万年青,2018,非金属矿物制品业,江西省,国企
457,000789,万年青,2019,非金属矿物制品业,江西省,国企
458,000789,万年青,2020,非金属矿物制品业,江西省,国企
459,000789,万年青,2021,非金属矿物制品业,江西省,国企
460,000789,万年青,2022,非金属矿物制品业,江西省,国企
461,000789,万年青,2023,非金属矿物制品业,江西省,国企
462,000790,泰合健康,2018,医药制造业,四川省,民营
463,000790,华神科技,2019,医药制造业,四川省,民营
464,000790,华神科技,2020,医药制造业,四川省,民营
465,000790,华神科技,2021,医药制造业,四川省,民营
466,000790,华神科技,2022,医药制造业,四川省,民营
467,000790,华神科技,2023,医药制造业,四川省,民营
468,000795,英洛华,2018,非金属矿物制品业,山西省,其他
469,000795,英洛华,2019,非金属矿物制品业,山西省,其他
470,000795,英洛华,2020,非金属矿物制品业,山西省,其他
471,000795,英洛华,2021,非金属矿物制品业,浙江省,其他
472,000795,英洛华,2022,非金属矿物制品业,浙江省,其他
473,000795,英洛华,2023,非金属矿物制品业,浙江省,其他
474,000799,酒鬼酒,2018,酒、饮料和精制茶制造业,湖南省,国企
475,000799,酒鬼酒,2019,酒、饮料和精制茶制造业,湖南省,国企
476,000799,酒鬼酒,2020,酒、饮料和精制茶制造业,湖南省,国企
477,000799,酒鬼酒,2021,酒、饮料和精制茶制造业,湖南省,国企
478,000799,酒鬼酒,2022,酒、饮料和精制茶制造业,湖南省,国企
479,000799,酒鬼酒,2023,酒、饮料和精制茶制造业,湖南省,国企
480,000800,一汽轿车,2018,汽车制造业,吉林省,国企
481,000800,一汽轿车,2019,汽车制造业,吉林省,国企
482,000800,一汽解放,2020,汽车制造业,吉林省,国企
483,000800,一汽解放,2021,汽车制造业,吉林省,国企
484,000800,一汽解放,2022,汽车制造业,吉林省,国企
485,000800,一汽解放,2023,汽车制造业,吉林省,国企
486,000807,云铝股份,2018,有色金属冶炼和压延加工业,云南省,国企
487,000807,云铝股份,2019,有色金属冶炼和压延加工业,云南省,国企
488,000807,云铝股份,2020,有色金属冶炼和压延加工业,云南省,国企
489,000807,云铝股份,2021,有色金属冶炼和压延加工业,云南省,国企
490,000807,云铝股份,2022,有色金属冶炼和压延加工业,云南省,国企
491,000807,云铝股份,2023,有色金属冶炼和压延加工业,云南省,国企
492,000811,冰轮环境,2018,通用设备制造业,山东省,国企
493,000811,冰轮环境,2019,通用设备制造业,山东省,国企
494,000811,冰轮环境,2020,通用设备制造业,山东省,国企
495,000811,冰轮环境,2021,通用设备制造业,山东省,国企
496,000811,冰轮环境,2022,通用设备制造业,山东省,国企
497,000811,冰轮环境,2023,通用设备制造业,山东省,国企
498,000812,陕西金叶,2018,印刷和记录媒介复制业,陕西省,外资
499,000812,陕西金叶,2019,印刷和记录媒介复制业,陕西省,外资
500,000812,陕西金叶,2020,印刷和记录媒介复制业,陕西省,外资
501,000812,陕西金叶,2021,印刷和记录媒介复制业,陕西省,外资
502,000812,陕西金叶,2022,印刷和记录媒介复制业,陕西省,外资
503,000812,陕西金叶,2023,印刷和记录媒介复制业,陕西省,外资
504,000813,德展健康,2018,医药制造业,新疆维吾尔自治区,民营
505,000813,德展健康,2019,医药制造业,新疆维吾尔自治区,民营
506,000813,德展健康,2020,医药制造业,新疆维吾尔自治区,民营
507,000813,德展健康,2021,医药制造业,新疆维吾尔自治区,国企
508,000813,德展健康,2022,医药制造业,新疆维吾尔自治区,国企
509,000813,德展健康,2023,医药制造业,新疆维吾尔自治区,国企
510,000815,美利云,2018,造纸和纸制品业,宁夏回族自治区,国企
511,000815,美利云,2019,造纸和纸制品业,宁夏回族自治区,国企
512,000815,美利云,2020,造纸和纸制品业,宁夏回族自治区,国企
513,000815,美利云,2021,造纸和纸制品业,宁夏回族自治区,国企
514,000815,美利云,2022,造纸和纸制品业,宁夏回族自治区,国企
515,000815,美利云,2023,造纸和纸制品业,宁夏回族自治区,国企
516,000818,航锦科技,2018,化学原料和化学制品制造业,辽宁省,民营
517,000818,航锦科技,2019,化学原料和化学制品制造业,辽宁省,民营
518,000818,航锦科技,2020,化学原料和化学制品制造业,辽宁省,国企
519,000818,航锦科技,2021,化学原料和化学制品制造业,辽宁省,国企
520,000818,航锦科技,2022,化学原料和化学制品制造业,辽宁省,国企
521,000818,航锦科技,2023,化学原料和化学制品制造业,辽宁省,国企
522,000819,岳阳兴长,2018,石油加工、炼焦和核燃料加工业,湖南省,国企
523,000819,岳阳兴长,2019,石油加工、炼焦和核燃料加工业,湖南省,国企
524,000819,岳阳兴长,2020,石油加工、炼焦和核燃料加工业,湖南省,国企
525,000819,岳阳兴长,2021,石油加工、炼焦和核燃料加工业,湖南省,国企
526,000819,岳阳兴长,2022,石油加工、炼焦和核燃料加工业,湖南省,国企
527,000819,岳阳兴长,2023,石油加工、炼焦和核燃料加工业,湖南省,国企
528,000821,京山轻机,2018,专用设备制造业,湖北省,民营
529,000821,京山轻机,2019,专用设备制造业,湖北省,民营
530,000821,京山轻机,2020,专用设备制造业,湖北省,民营
531,000821,京山轻机,2021,专用设备制造业,湖北省,民营
532,000821,京山轻机,2022,专用设备制造业,湖北省,民营
533,000821,京山轻机,2023,专用设备制造业,湖北省,民营
534,000825,太钢不锈,2018,黑色金属冶炼和压延加工业,山西省,国企
535,000825,太钢不锈,2019,黑色金属冶炼和压延加工业,山西省,国企
536,000825,太钢不锈,2020,黑色金属冶炼和压延加工业,山西省,国企
537,000825,太钢不锈,2021,黑色金属冶炼和压延加工业,山西省,国企
538,000825,太钢不锈,2022,黑色金属冶炼和压延加工业,山西省,国企
539,000825,太钢不锈,2023,黑色金属冶炼和压延加工业,山西省,国企
540,000830,鲁西化工,2018,化学原料和化学制品制造业,山东省,国企
541,000830,鲁西化工,2019,化学原料和化学制品制造业,山东省,国企
542,000830,鲁西化工,2020,化学原料和化学制品制造业,山东省,国企
543,000830,鲁西化工,2021,化学原料和化学制品制造业,山东省,国企
544,000830,鲁西化工,2022,化学原料和化学制品制造业,山东省,国企
545,000830,鲁西化工,2023,化学原料和化学制品制造业,山东省,国企
546,000831,五矿稀土,2018,有色金属冶炼和压延加工业,山西省,国企
547,000831,五矿稀土,2019,有色金属冶炼和压延加工业,山西省,国企
548,000831,五矿稀土,2020,有色金属冶炼和压延加工业,山西省,国企
549,000831,五矿稀土,2021,有色金属冶炼和压延加工业,山西省,国企
550,000831,中国稀土,2022,有色金属冶炼和压延加工业,江西省,国企
551,000831,中国稀土,2023,有色金属冶炼和压延加工业,江西省,国企
552,000848,承德露露,2018,酒、饮料和精制茶制造业,河北省,民营
553,000848,承德露露,2019,酒、饮料和精制茶制造业,河北省,民营
554,000848,承德露露,2020,酒、饮料和精制茶制造业,河北省,民营
555,000848,承德露露,2021,酒、饮料和精制茶制造业,河北省,民营
556,000848,承德露露,2022,酒、饮料和精制茶制造业,河北省,民营
557,000848,承德露露,2023,酒、饮料和精制茶制造业,河北省,民营
558,000850,华茂股份,2018,纺织业,安徽省,国企
559,000850,华茂股份,2019,纺织业,安徽省,国企
560,000850,华茂股份,2020,纺织业,安徽省,国企
561,000850,华茂股份,2021,纺织业,安徽省,国企
562,000850,华茂股份,2022,纺织业,安徽省,国企
563,000850,华茂股份,2023,纺织业,安徽省,国企
564,000852,石化机械,2018,专用设备制造业,湖北省,国企
565,000852,石化机械,2019,专用设备制造业,湖北省,国企
566,000852,石化机械,2020,专用设备制造业,湖北省,国企
567,000852,石化机械,2021,专用设备制造业,湖北省,国企
568,000852,石化机械,2022,专用设备制造业,湖北省,国企
569,000852,石化机械,2023,专用设备制造业,湖北省,国企
570,000856,冀东装备,2018,专用设备制造业,河北省,国企
571,000856,冀东装备,2019,专用设备制造业,河北省,国企
572,000856,冀东装备,2020,专用设备制造业,河北省,国企
573,000856,冀东装备,2021,专用设备制造业,河北省,国企
574,000856,冀东装备,2022,专用设备制造业,河北省,国企
575,000856,冀东装备,2023,专用设备制造业,河北省,国企
576,000858,五粮液,2018,酒、饮料和精制茶制造业,四川省,国企
577,000858,五粮液,2019,酒、饮料和精制茶制造业,四川省,国企
578,000858,五粮液,2020,酒、饮料和精制茶制造业,四川省,国企
579,000858,五粮液,2021,酒、饮料和精制茶制造业,四川省,国企
580,000858,五粮液,2022,酒、饮料和精制茶制造业,四川省,国企
581,000858,五粮液,2023,酒、饮料和精制茶制造业,四川省,国企
582,000859,国风塑业,2018,橡胶和塑料制品业,安徽省,国企
583,000859,国风塑业,2019,橡胶和塑料制品业,安徽省,国企
584,000859,国风塑业,2020,橡胶和塑料制品业,安徽省,国企
585,000859,国风新材,2021,橡胶和塑料制品业,安徽省,国企
586,000859,国风新材,2022,橡胶和塑料制品业,安徽省,国企
587,000859,国风新材,2023,橡胶和塑料制品业,安徽省,国企
588,000860,顺鑫农业,2018,酒、饮料和精制茶制造业,北京市,国企
589,000860,顺鑫农业,2019,酒、饮料和精制茶制造业,北京市,国企
590,000860,顺鑫农业,2020,酒、饮料和精制茶制造业,北京市,国企
591,000860,顺鑫农业,2021,酒、饮料和精制茶制造业,北京市,国企
592,000860,顺鑫农业,2022,酒、饮料和精制茶制造业,北京市,国企
593,000860,顺鑫农业,2023,酒、饮料和精制茶制造业,北京市,国企
594,000876,新希望,2018,农副食品加工业,四川省,民营
595,000876,新希望,2019,农副食品加工业,四川省,民营
596,000876,新希望,2020,农副食品加工业,四川省,民营
597,000876,新希望,2021,农副食品加工业,四川省,民营
598,000876,新希望,2022,农副食品加工业,四川省,民营
599,000876,新希望,2023,农副食品加工业,四川省,民营
600,000877,天山股份,2018,非金属矿物制品业,新疆维吾尔自治区,国企
601,000877,天山股份,2019,非金属矿物制品业,新疆维吾尔自治区,国企
602,000877,天山股份,2020,非金属矿物制品业,新疆维吾尔自治区,国企
603,000877,天山股份,2021,非金属矿物制品业,新疆维吾尔自治区,国企
604,000877,天山股份,2022,非金属矿物制品业,新疆维吾尔自治区,国企
605,000877,天山股份,2023,非金属矿物制品业,新疆维吾尔自治区,国企
606,000878,云南铜业,2018,有色金属冶炼和压延加工业,云南省,国企
607,000878,云南铜业,2019,有色金属冶炼和压延加工业,云南省,国企
608,000878,云南铜业,2020,有色金属冶炼和压延加工业,云南省,国企
609,000878,云南铜业,2021,有色金属冶炼和压延加工业,云南省,国企
610,000878,云南铜业,2022,有色金属冶炼和压延加工业,云南省,国企
611,000878,云南铜业,2023,有色金属冶炼和压延加工业,云南省,国企
612,000880,潍柴重机,2018,通用设备制造业,山东省,国企
613,000880,潍柴重机,2019,通用设备制造业,山东省,国企
614,000880,潍柴重机,2020,通用设备制造业,山东省,国企
615,000880,潍柴重机,2021,通用设备制造业,山东省,国企
